mango_id,filename,orientation,is_ripe,m_height,m_width,m_thickness,m_volume,m_weight,b_height,b_width,b_thickness,b_volume,b_weight,has_aruco
19,mango19_sia_u.jpg,side,0,7.6,6.2,5.1,140.0,126.4,5.5,3.6,1.9,35.0,23.2,0
19,mango19_sia_u_ver.jpg,side,0,7.6,6.2,5.1,140.0,126.4,5.5,3.6,1.9,35.0,23.2,0
19,mango19_sib_u.jpg,side,0,7.6,6.2,5.1,140.0,126.4,5.5,3.6,1.9,35.0,23.2,0
19,mango19_sib_u_ver.jpg,side,0,7.6,6.2,5.1,140.0,126.4,5.5,3.6,1.9,35.0,23.2,0
19,mango19_top_u.jpg,top,0,7.6,6.2,5.1,140.0,126.4,5.5,3.6,1.9,35.0,23.2,0
19,mango19_top_u_hor.jpg,top,0,7.6,6.2,5.1,140.0,126.4,5.5,3.6,1.9,35.0,23.2,0
19,mango19_top_u_ver.jpg,top,0,7.6,6.2,5.1,140.0,126.4,5.5,3.6,1.9,35.0,23.2,0
20,mango20_bac_r.jpg,back,1,7.1,6.6,4.9,115.0,103.2,5.5,3.6,1.9,25.0,20.3,0
20,mango20_bac_r_hor.jpg,back,1,7.1,6.6,4.9,115.0,103.2,5.5,3.6,1.9,25.0,20.3,0
20,mango20_bac_r_ver.jpg,back,1,7.1,6.6,4.9,115.0,103.2,5.5,3.6,1.9,25.0,20.3,0
20,mango20_bot_r.jpg,bottom,1,7.1,6.6,4.9,115.0,103.2,5.5,3.6,1.9,25.0,20.3,0
20,mango20_bot_r_hor.jpg,bottom,1,7.1,6.6,4.9,115.0,103.2,5.5,3.6,1.9,25.0,20.3,0
20,mango20_bot_r_ver.jpg,bottom,1,7.1,6.6,4.9,115.0,103.2,5.5,3.6,1.9,25.0,20.3,0
20,mango20_fro_r.jpg,front,1,7.1,6.6,4.9,115.0,103.2,5.5,3.6,1.9,25.0,20.3,0
20,mango20_fro_r_hor.jpg,front,1,7.1,6.6,4.9,115.0,103.2,5.5,3.6,1.9,25.0,20.3,0
20,mango20_fro_r_ver.jpg,front,1,7.1,6.6,4.9,115.0,103.2,5.5,3.6,1.9,25.0,20.3,0
20,mango20_sia_r.jpg,side,1,7.1,6.6,4.9,115.0,103.2,5.5,3.6,1.9,25.0,20.3,0
20,mango20_sia_r_ver.jpg,side,1,7.1,6.6,4.9,115.0,103.2,5.5,3.6,1.9,25.0,20.3,0
20,mango20_sib_r.jpg,side,1,7.1,6.6,4.9,115.0,103.2,5.5,3.6,1.9,25.0,20.3,0
20,mango20_sib_r_ver.jpg,side,1,7.1,6.6,4.9,115.0,103.2,5.5,3.6,1.9,25.0,20.3,0
20,mango20_top_r.jpg,top,1,7.1,6.6,4.9,115.0,103.2,5.5,3.6,1.9,25.0,20.3,0
20,mango20_top_r_hor.jpg,top,1,7.1,6.6,4.9,115.0,103.2,5.5,3.6,1.9,25.0,20.3,0
20,mango20_top_r_ver.jpg,top,1,7.1,6.6,4.9,115.0,103.2,5.5,3.6,1.9,25.0,20.3,0
21,mango21_bac_u.jpg,back,0,7.5,6.0,5.1,130.0,117.7,5.6,3.5,1.9,25.0,20.6,0
21,mango21_bac_u_hor.jpg,back,0,7.5,6.0,5.1,130.0,117.7,5.6,3.5,1.9,25.0,20.6,0
21,mango21_bac_u_ver.jpg,back,0,7.5,6.0,5.1,130.0,117.7,5.6,3.5,1.9,25.0,20.6,0
21,mango21_bot_u.jpg,bottom,0,7.5,6.0,5.1,130.0,117.7,5.6,3.5,1.9,25.0,20.6,0
21,mango21_bot_u_hor.jpg,bottom,0,7.5,6.0,5.1,130.0,117.7,5.6,3.5,1.9,25.0,20.6,0
21,mango21_bot_u_ver.jpg,bottom,0,7.5,6.0,5.1,130.0,117.7,5.6,3.5,1.9,25.0,20.6,0
21,mango21_fro_u.jpg,front,0,7.5,6.0,5.1,130.0,117.7,5.6,3.5,1.9,25.0,20.6,0
21,mango21_fro_u_hor.jpg,front,0,7.5,6.0,5.1,130.0,117.7,5.6,3.5,1.9,25.0,20.6,0
21,mango21_fro_u_ver.jpg,front,0,7.5,6.0,5.1,130.0,117.7,5.6,3.5,1.9,25.0,20.6,0
21,mango21_sia_u.jpg,side,0,7.5,6.0,5.1,130.0,117.7,5.6,3.5,1.9,25.0,20.6,0
21,mango21_sia_u_ver.jpg,side,0,7.5,6.0,5.1,130.0,117.7,5.6,3.5,1.9,25.0,20.6,0
21,mango21_sib_u.jpg,side,0,7.5,6.0,5.1,130.0,117.7,5.6,3.5,1.9,25.0,20.6,0
21,mango21_sib_u_ver.jpg,side,0,7.5,6.0,5.1,130.0,117.7,5.6,3.5,1.9,25.0,20.6,0
21,mango21_top_u.jpg,top,0,7.5,6.0,5.1,130.0,117.7,5.6,3.5,1.9,25.0,20.6,0
21,mango21_top_u_hor.jpg,top,0,7.5,6.0,5.1,130.0,117.7,5.6,3.5,1.9,25.0,20.6,0
21,mango21_top_u_ver.jpg,top,0,7.5,6.0,5.1,130.0,117.7,5.6,3.5,1.9,25.0,20.6,0
22,mango22_bac_u.jpg,back,0,7.6,6.4,5.3,130.0,119.0,5.3,3.8,2.1,25.0,22.2,0
22,mango22_bac_u_hor.jpg,back,0,7.6,6.4,5.3,130.0,119.0,5.3,3.8,2.1,25.0,22.2,0
22,mango22_bac_u_ver.jpg,back,0,7.6,6.4,5.3,130.0,119.0,5.3,3.8,2.1,25.0,22.2,0
22,mango22_bot_u.jpg,bottom,0,7.6,6.4,5.3,130.0,119.0,5.3,3.8,2.1,25.0,22.2,0
22,mango22_bot_u_hor.jpg,bottom,0,7.6,6.4,5.3,130.0,119.0,5.3,3.8,2.1,25.0,22.2,0
22,mango22_bot_u_ver.jpg,bottom,0,7.6,6.4,5.3,130.0,119.0,5.3,3.8,2.1,25.0,22.2,0
22,mango22_fro_u.jpg,front,0,7.6,6.4,5.3,130.0,119.0,5.3,3.8,2.1,25.0,22.2,0
22,mango22_fro_u_hor.jpg,front,0,7.6,6.4,5.3,130.0,119.0,5.3,3.8,2.1,25.0,22.2,0
22,mango22_fro_u_ver.jpg,front,0,7.6,6.4,5.3,130.0,119.0,5.3,3.8,2.1,25.0,22.2,0
22,mango22_sia_u.jpg,side,0,7.6,6.4,5.3,130.0,119.0,5.3,3.8,2.1,25.0,22.2,0
22,mango22_sia_u_ver.jpg,side,0,7.6,6.4,5.3,130.0,119.0,5.3,3.8,2.1,25.0,22.2,0
22,mango22_sib_u.jpg,side,0,7.6,6.4,5.3,130.0,119.0,5.3,3.8,2.1,25.0,22.2,0
22,mango22_sib_u_ver.jpg,side,0,7.6,6.4,5.3,130.0,119.0,5.3,3.8,2.1,25.0,22.2,0
22,mango22_top_u.jpg,top,0,7.6,6.4,5.3,130.0,119.0,5.3,3.8,2.1,25.0,22.2,0
22,mango22_top_u_hor.jpg,top,0,7.6,6.4,5.3,130.0,119.0,5.3,3.8,2.1,25.0,22.2,0
22,mango22_top_u_ver.jpg,top,0,7.6,6.4,5.3,130.0,119.0,5.3,3.8,2.1,25.0,22.2,0
23,mango23_bac_u.jpg,back,0,7.5,5.8,4.9,110.0,106.3,4.8,3.1,1.8,10.0,12.0,0
23,mango23_bac_u_hor.jpg,back,0,7.5,5.8,4.9,110.0,106.3,4.8,3.1,1.8,10.0,12.0,0
23,mango23_bac_u_ver.jpg,back,0,7.5,5.8,4.9,110.0,106.3,4.8,3.1,1.8,10.0,12.0,0
23,mango23_bot_u.jpg,bottom,0,7.5,5.8,4.9,110.0,106.3,4.8,3.1,1.8,10.0,12.0,0
23,mango23_bot_u_hor.jpg,bottom,0,7.5,5.8,4.9,110.0,106.3,4.8,3.1,1.8,10.0,12.0,0
23,mango23_bot_u_ver.jpg,bottom,0,7.5,5.8,4.9,110.0,106.3,4.8,3.1,1.8,10.0,12.0,0
23,mango23_fro_u.jpg,front,0,7.5,5.8,4.9,110.0,106.3,4.8,3.1,1.8,10.0,12.0,0
23,mango23_fro_u_hor.jpg,front,0,7.5,5.8,4.9,110.0,106.3,4.8,3.1,1.8,10.0,12.0,0
23,mango23_fro_u_ver.jpg,front,0,7.5,5.8,4.9,110.0,106.3,4.8,3.1,1.8,10.0,12.0,0
23,mango23_sia_u.jpg,side,0,7.5,5.8,4.9,110.0,106.3,4.8,3.1,1.8,10.0,12.0,0
23,mango23_sia_u_ver.jpg,side,0,7.5,5.8,4.9,110.0,106.3,4.8,3.1,1.8,10.0,12.0,0
23,mango23_sib_u.jpg,side,0,7.5,5.8,4.9,110.0,106.3,4.8,3.1,1.8,10.0,12.0,0
23,mango23_sib_u_ver.jpg,side,0,7.5,5.8,4.9,110.0,106.3,4.8,3.1,1.8,10.0,12.0,0
23,mango23_top_u.jpg,top,0,7.5,5.8,4.9,110.0,106.3,4.8,3.1,1.8,10.0,12.0,0
23,mango23_top_u_hor.jpg,top,0,7.5,5.8,4.9,110.0,106.3,4.8,3.1,1.8,10.0,12.0,0
23,mango23_top_u_ver.jpg,top,0,7.5,5.8,4.9,110.0,106.3,4.8,3.1,1.8,10.0,12.0,0
24,mango24_bac_r.jpg,back,1,8.0,6.5,5.9,180.0,185.0,5.9,3.6,2.0,20.0,22.7,0
24,mango24_bac_r_hor.jpg,back,1,8.0,6.5,5.9,180.0,185.0,5.9,3.6,2.0,20.0,22.7,0
24,mango24_bac_r_ver.jpg,back,1,8.0,6.5,5.9,180.0,185.0,5.9,3.6,2.0,20.0,22.7,0
24,mango24_bot_r.jpg,bottom,1,8.0,6.5,5.9,180.0,185.0,5.9,3.6,2.0,20.0,22.7,0
24,mango24_bot_r_hor.jpg,bottom,1,8.0,6.5,5.9,180.0,185.0,5.9,3.6,2.0,20.0,22.7,0
24,mango24_bot_r_ver.jpg,bottom,1,8.0,6.5,5.9,180.0,185.0,5.9,3.6,2.0,20.0,22.7,0
24,mango24_fro_r.jpg,front,1,8.0,6.5,5.9,180.0,185.0,5.9,3.6,2.0,20.0,22.7,0
24,mango24_fro_r_hor.jpg,front,1,8.0,6.5,5.9,180.0,185.0,5.9,3.6,2.0,20.0,22.7,0
24,mango24_fro_r_ver.jpg,front,1,8.0,6.5,5.9,180.0,185.0,5.9,3.6,2.0,20.0,22.7,0
24,mango24_sia_r.jpg,side,1,8.0,6.5,5.9,180.0,185.0,5.9,3.6,2.0,20.0,22.7,0
24,mango24_sia_r_ver.jpg,side,1,8.0,6.5,5.9,180.0,185.0,5.9,3.6,2.0,20.0,22.7,0
24,mango24_sib_r.jpg,side,1,8.0,6.5,5.9,180.0,185.0,5.9,3.6,2.0,20.0,22.7,0
24,mango24_sib_r_ver.jpg,side,1,8.0,6.5,5.9,180.0,185.0,5.9,3.6,2.0,20.0,22.7,0
24,mango24_top_r.jpg,top,1,8.0,6.5,5.9,180.0,185.0,5.9,3.6,2.0,20.0,22.7,0
24,mango24_top_r_hor.jpg,top,1,8.0,6.5,5.9,180.0,185.0,5.9,3.6,2.0,20.0,22.7,0
24,mango24_top_r_ver.jpg,top,1,8.0,6.5,5.9,180.0,185.0,5.9,3.6,2.0,20.0,22.7,0
25,mango25_bac_u.jpg,back,0,6.6,5.4,4.4,80.0,78.9,4.4,2.8,1.3,10.0,8.1,0
25,mango25_bac_u_hor.jpg,back,0,6.6,5.4,4.4,80.0,78.9,4.4,2.8,1.3,10.0,8.1,0
25,mango25_bac_u_ver.jpg,back,0,6.6,5.4,4.4,80.0,78.9,4.4,2.8,1.3,10.0,8.1,0
25,mango25_bot_u.jpg,bottom,0,6.6,5.4,4.4,80.0,78.9,4.4,2.8,1.3,10.0,8.1,0
25,mango25_bot_u_hor.jpg,bottom,0,6.6,5.4,4.4,80.0,78.9,4.4,2.8,1.3,10.0,8.1,0
25,mango25_bot_u_ver.jpg,bottom,0,6.6,5.4,4.4,80.0,78.9,4.4,2.8,1.3,10.0,8.1,0
25,mango25_fro_u.jpg,front,0,6.6,5.4,4.4,80.0,78.9,4.4,2.8,1.3,10.0,8.1,0
25,mango25_fro_u_hor.jpg,front,0,6.6,5.4,4.4,80.0,78.9,4.4,2.8,1.3,10.0,8.1,0
25,mango25_fro_u_ver.jpg,front,0,6.6,5.4,4.4,80.0,78.9,4.4,2.8,1.3,10.0,8.1,0
25,mango25_sia_u.jpg,side,0,6.6,5.4,4.4,80.0,78.9,4.4,2.8,1.3,10.0,8.1,0
25,mango25_sia_u_ver.jpg,side,0,6.6,5.4,4.4,80.0,78.9,4.4,2.8,1.3,10.0,8.1,0
25,mango25_sib_u.jpg,side,0,6.6,5.4,4.4,80.0,78.9,4.4,2.8,1.3,10.0,8.1,0
25,mango25_sib_u_ver.jpg,side,0,6.6,5.4,4.4,80.0,78.9,4.4,2.8,1.3,10.0,8.1,0
25,mango25_top_u.jpg,top,0,6.6,5.4,4.4,80.0,78.9,4.4,2.8,1.3,10.0,8.1,0
25,mango25_top_u_hor.jpg,top,0,6.6,5.4,4.4,80.0,78.9,4.4,2.8,1.3,10.0,8.1,0
25,mango25_top_u_ver.jpg,top,0,6.6,5.4,4.4,80.0,78.9,4.4,2.8,1.3,10.0,8.1,0
26,mango26_bac_r.jpg,back,1,8.8,7.5,6.6,225.0,217.7,6.3,4.1,2.3,30.0,34.0,0
26,mango26_bac_r_hor.jpg,back,1,8.8,7.5,6.6,225.0,217.7,6.3,4.1,2.3,30.0,34.0,0
26,mango26_bac_r_ver.jpg,back,1,8.8,7.5,6.6,225.0,217.7,6.3,4.1,2.3,30.0,34.0,0
26,mango26_bot_r.jpg,bottom,1,8.8,7.5,6.6,225.0,217.7,6.3,4.1,2.3,30.0,34.0,0
26,mango26_bot_r_hor.jpg,bottom,1,8.8,7.5,6.6,225.0,217.7,6.3,4.1,2.3,30.0,34.0,0
26,mango26_bot_r_ver.jpg,bottom,1,8.8,7.5,6.6,225.0,217.7,6.3,4.1,2.3,30.0,34.0,0
26,mango26_fro_r.jpg,front,1,8.8,7.5,6.6,225.0,217.7,6.3,4.1,2.3,30.0,34.0,0
26,mango26_fro_r_hor.jpg,front,1,8.8,7.5,6.6,225.0,217.7,6.3,4.1,2.3,30.0,34.0,0
26,mango26_fro_r_ver.jpg,front,1,8.8,7.5,6.6,225.0,217.7,6.3,4.1,2.3,30.0,34.0,0
26,mango26_sia_r.jpg,side,1,8.8,7.5,6.6,225.0,217.7,6.3,4.1,2.3,30.0,34.0,0
26,mango26_sia_r_ver.jpg,side,1,8.8,7.5,6.6,225.0,217.7,6.3,4.1,2.3,30.0,34.0,0
26,mango26_sib_r.jpg,side,1,8.8,7.5,6.6,225.0,217.7,6.3,4.1,2.3,30.0,34.0,0
26,mango26_sib_r_ver.jpg,side,1,8.8,7.5,6.6,225.0,217.7,6.3,4.1,2.3,30.0,34.0,0
26,mango26_top_r.jpg,top,1,8.8,7.5,6.6,225.0,217.7,6.3,4.1,2.3,30.0,34.0,0
26,mango26_top_r_hor.jpg,top,1,8.8,7.5,6.6,225.0,217.7,6.3,4.1,2.3,30.0,34.0,0
26,mango26_top_r_ver.jpg,top,1,8.8,7.5,6.6,225.0,217.7,6.3,4.1,2.3,30.0,34.0,0
27,mango27_bac_u.jpg,back,0,7.6,6.6,5.5,130.0,131.2,5.6,3.5,1.8,20.0,21.3,0
27,mango27_bac_u_hor.jpg,back,0,7.6,6.6,5.5,130.0,131.2,5.6,3.5,1.8,20.0,21.3,0
27,mango27_bac_u_ver.jpg,back,0,7.6,6.6,5.5,130.0,131.2,5.6,3.5,1.8,20.0,21.3,0
27,mango27_bot_u.jpg,bottom,0,7.6,6.6,5.5,130.0,131.2,5.6,3.5,1.8,20.0,21.3,0
27,mango27_bot_u_hor.jpg,bottom,0,7.6,6.6,5.5,130.0,131.2,5.6,3.5,1.8,20.0,21.3,0
27,mango27_bot_u_ver.jpg,bottom,0,7.6,6.6,5.5,130.0,131.2,5.6,3.5,1.8,20.0,21.3,0
27,mango27_fro_u.jpg,front,0,7.6,6.6,5.5,130.0,131.2,5.6,3.5,1.8,20.0,21.3,0
27,mango27_fro_u_hor.jpg,front,0,7.6,6.6,5.5,130.0,131.2,5.6,3.5,1.8,20.0,21.3,0
27,mango27_fro_u_ver.jpg,front,0,7.6,6.6,5.5,130.0,131.2,5.6,3.5,1.8,20.0,21.3,0
27,mango27_sia_u.jpg,side,0,7.6,6.6,5.5,130.0,131.2,5.6,3.5,1.8,20.0,21.3,0
27,mango27_sia_u_ver.jpg,side,0,7.6,6.6,5.5,130.0,131.2,5.6,3.5,1.8,20.0,21.3,0
27,mango27_sib_u.jpg,side,0,7.6,6.6,5.5,130.0,131.2,5.6,3.5,1.8,20.0,21.3,0
27,mango27_sib_u_ver.jpg,side,0,7.6,6.6,5.5,130.0,131.2,5.6,3.5,1.8,20.0,21.3,0
27,mango27_top_u.jpg,top,0,7.6,6.6,5.5,130.0,131.2,5.6,3.5,1.8,20.0,21.3,0
27,mango27_top_u_hor.jpg,top,0,7.6,6.6,5.5,130.0,131.2,5.6,3.5,1.8,20.0,21.3,0
27,mango27_top_u_ver.jpg,top,0,7.6,6.6,5.5,130.0,131.2,5.6,3.5,1.8,20.0,21.3,0
28,mango28_bac_r.jpg,back,1,8.7,7.1,6.3,200.0,217.9,6.3,3.9,1.9,25.0,30.7,0
28,mango28_bac_r_hor.jpg,back,1,8.7,7.1,6.3,200.0,217.9,6.3,3.9,1.9,25.0,30.7,0
28,mango28_bac_r_ver.jpg,back,1,8.7,7.1,6.3,200.0,217.9,6.3,3.9,1.9,25.0,30.7,0
28,mango28_bot_r.jpg,bottom,1,8.7,7.1,6.3,200.0,217.9,6.3,3.9,1.9,25.0,30.7,0
28,mango28_bot_r_hor.jpg,bottom,1,8.7,7.1,6.3,200.0,217.9,6.3,3.9,1.9,25.0,30.7,0
28,mango28_bot_r_ver.jpg,bottom,1,8.7,7.1,6.3,200.0,217.9,6.3,3.9,1.9,25.0,30.7,0
28,mango28_fro_r.jpg,front,1,8.7,7.1,6.3,200.0,217.9,6.3,3.9,1.9,25.0,30.7,0
28,mango28_fro_r_hor.jpg,front,1,8.7,7.1,6.3,200.0,217.9,6.3,3.9,1.9,25.0,30.7,0
28,mango28_fro_r_ver.jpg,front,1,8.7,7.1,6.3,200.0,217.9,6.3,3.9,1.9,25.0,30.7,0
28,mango28_sia_r.jpg,side,1,8.7,7.1,6.3,200.0,217.9,6.3,3.9,1.9,25.0,30.7,0
28,mango28_sia_r_ver.jpg,side,1,8.7,7.1,6.3,200.0,217.9,6.3,3.9,1.9,25.0,30.7,0
28,mango28_sib_r.jpg,side,1,8.7,7.1,6.3,200.0,217.9,6.3,3.9,1.9,25.0,30.7,0
28,mango28_sib_r_ver.jpg,side,1,8.7,7.1,6.3,200.0,217.9,6.3,3.9,1.9,25.0,30.7,0
28,mango28_top_r.jpg,top,1,8.7,7.1,6.3,200.0,217.9,6.3,3.9,1.9,25.0,30.7,0
28,mango28_top_r_hor.jpg,top,1,8.7,7.1,6.3,200.0,217.9,6.3,3.9,1.9,25.0,30.7,0
28,mango28_top_r_ver.jpg,top,1,8.7,7.1,6.3,200.0,217.9,6.3,3.9,1.9,25.0,30.7,0
29,mango29_bac_u.jpg,back,0,8.1,6.5,5.7,150.0,146.9,5.8,3.7,1.8,20.0,21.4,0
29,mango29_bac_u_hor.jpg,back,0,8.1,6.5,5.7,150.0,146.9,5.8,3.7,1.8,20.0,21.4,0
29,mango29_bac_u_ver.jpg,back,0,8.1,6.5,5.7,150.0,146.9,5.8,3.7,1.8,20.0,21.4,0
29,mango29_bot_u.jpg,bottom,0,8.1,6.5,5.7,150.0,146.9,5.8,3.7,1.8,20.0,21.4,0
29,mango29_bot_u_hor.jpg,bottom,0,8.1,6.5,5.7,150.0,146.9,5.8,3.7,1.8,20.0,21.4,0
29,mango29_bot_u_ver.jpg,bottom,0,8.1,6.5,5.7,150.0,146.9,5.8,3.7,1.8,20.0,21.4,0
29,mango29_fro_u.jpg,front,0,8.1,6.5,5.7,150.0,146.9,5.8,3.7,1.8,20.0,21.4,0
29,mango29_fro_u_hor.jpg,front,0,8.1,6.5,5.7,150.0,146.9,5.8,3.7,1.8,20.0,21.4,0
29,mango29_fro_u_ver.jpg,front,0,8.1,6.5,5.7,150.0,146.9,5.8,3.7,1.8,20.0,21.4,0
29,mango29_sia_u.jpg,side,0,8.1,6.5,5.7,150.0,146.9,5.8,3.7,1.8,20.0,21.4,0
29,mango29_sia_u_ver.jpg,side,0,8.1,6.5,5.7,150.0,146.9,5.8,3.7,1.8,20.0,21.4,0
29,mango29_sib_u.jpg,side,0,8.1,6.5,5.7,150.0,146.9,5.8,3.7,1.8,20.0,21.4,0
29,mango29_sib_u_ver.jpg,side,0,8.1,6.5,5.7,150.0,146.9,5.8,3.7,1.8,20.0,21.4,0
29,mango29_top_u.jpg,top,0,8.1,6.5,5.7,150.0,146.9,5.8,3.7,1.8,20.0,21.4,0
29,mango29_top_u_hor.jpg,top,0,8.1,6.5,5.7,150.0,146.9,5.8,3.7,1.8,20.0,21.4,0
29,mango29_top_u_ver.jpg,top,0,8.1,6.5,5.7,150.0,146.9,5.8,3.7,1.8,20.0,21.4,0
30,mango30_bac_r.jpg,back,1,8.7,6.9,6.4,200.0,210.2,6.1,3.8,2.0,30.0,30.0,0
30,mango30_bac_r_hor.jpg,back,1,8.7,6.9,6.4,200.0,210.2,6.1,3.8,2.0,30.0,30.0,0
30,mango30_bac_r_ver.jpg,back,1,8.7,6.9,6.4,200.0,210.2,6.1,3.8,2.0,30.0,30.0,0
30,mango30_bot_r.jpg,bottom,1,8.7,6.9,6.4,200.0,210.2,6.1,3.8,2.0,30.0,30.0,0
30,mango30_bot_r_hor.jpg,bottom,1,8.7,6.9,6.4,200.0,210.2,6.1,3.8,2.0,30.0,30.0,0
30,mango30_bot_r_ver.jpg,bottom,1,8.7,6.9,6.4,200.0,210.2,6.1,3.8,2.0,30.0,30.0,0
30,mango30_fro_r.jpg,front,1,8.7,6.9,6.4,200.0,210.2,6.1,3.8,2.0,30.0,30.0,0
30,mango30_fro_r_hor.jpg,front,1,8.7,6.9,6.4,200.0,210.2,6.1,3.8,2.0,30.0,30.0,0
30,mango30_fro_r_ver.jpg,front,1,8.7,6.9,6.4,200.0,210.2,6.1,3.8,2.0,30.0,30.0,0
30,mango30_sia_r.jpg,side,1,8.7,6.9,6.4,200.0,210.2,6.1,3.8,2.0,30.0,30.0,0
30,mango30_sia_r_ver.jpg,side,1,8.7,6.9,6.4,200.0,210.2,6.1,3.8,2.0,30.0,30.0,0
30,mango30_sib_r.jpg,side,1,8.7,6.9,6.4,200.0,210.2,6.1,3.8,2.0,30.0,30.0,0
30,mango30_sib_r_ver.jpg,side,1,8.7,6.9,6.4,200.0,210.2,6.1,3.8,2.0,30.0,30.0,0
30,mango30_top_r.jpg,top,1,8.7,6.9,6.4,200.0,210.2,6.1,3.8,2.0,30.0,30.0,0
30,mango30_top_r_hor.jpg,top,1,8.7,6.9,6.4,200.0,210.2,6.1,3.8,2.0,30.0,30.0,0
30,mango30_top_r_ver.jpg,top,1,8.7,6.9,6.4,200.0,210.2,6.1,3.8,2.0,30.0,30.0,0
31,mango31_bac_u.jpg,back,0,8.1,6.4,5.4,127.0,134.0,5.8,3.7,1.6,25.0,21.0,0
31,mango31_bac_u_hor.jpg,back,0,8.1,6.4,5.4,127.0,134.0,5.8,3.7,1.6,25.0,21.0,0
31,mango31_bac_u_ver.jpg,back,0,8.1,6.4,5.4,127.0,134.0,5.8,3.7,1.6,25.0,21.0,0
31,mango31_bot_u.jpg,bottom,0,8.1,6.4,5.4,127.0,134.0,5.8,3.7,1.6,25.0,21.0,0
31,mango31_bot_u_hor.jpg,bottom,0,8.1,6.4,5.4,127.0,134.0,5.8,3.7,1.6,25.0,21.0,0
31,mango31_bot_u_ver.jpg,bottom,0,8.1,6.4,5.4,127.0,134.0,5.8,3.7,1.6,25.0,21.0,0
31,mango31_fro_u.jpg,front,0,8.1,6.4,5.4,127.0,134.0,5.8,3.7,1.6,25.0,21.0,0
31,mango31_fro_u_hor.jpg,front,0,8.1,6.4,5.4,127.0,134.0,5.8,3.7,1.6,25.0,21.0,0
31,mango31_fro_u_ver.jpg,front,0,8.1,6.4,5.4,127.0,134.0,5.8,3.7,1.6,25.0,21.0,0
31,mango31_sia_u.jpg,side,0,8.1,6.4,5.4,127.0,134.0,5.8,3.7,1.6,25.0,21.0,0
31,mango31_sia_u_ver.jpg,side,0,8.1,6.4,5.4,127.0,134.0,5.8,3.7,1.6,25.0,21.0,0
31,mango31_sib_u.jpg,side,0,8.1,6.4,5.4,127.0,134.0,5.8,3.7,1.6,25.0,21.0,0
31,mango31_sib_u_ver.jpg,side,0,8.1,6.4,5.4,127.0,134.0,5.8,3.7,1.6,25.0,21.0,0
31,mango31_top_u.jpg,top,0,8.1,6.4,5.4,127.0,134.0,5.8,3.7,1.6,25.0,21.0,0
31,mango31_top_u_hor.jpg,top,0,8.1,6.4,5.4,127.0,134.0,5.8,3.7,1.6,25.0,21.0,0
31,mango31_top_u_ver.jpg,top,0,8.1,6.4,5.4,127.0,134.0,5.8,3.7,1.6,25.0,21.0,0
32,mango32_bot_u.jpg,bottom,0,8.8,6.6,5.9,180.0,167.8,6.2,3.8,2.0,25.0,27.7,0
32,mango32_bot_u_hor.jpg,bottom,0,8.8,6.6,5.9,180.0,167.8,6.2,3.8,2.0,25.0,27.7,0
32,mango32_bot_u_ver.jpg,bottom,0,8.8,6.6,5.9,180.0,167.8,6.2,3.8,2.0,25.0,27.7,0
32,mango32_bott_u.jpg,bottom,0,8.8,6.6,5.9,180.0,167.8,6.2,3.8,2.0,25.0,27.7,0
32,mango32_bott_u_hor.jpg,bottom,0,8.8,6.6,5.9,180.0,167.8,6.2,3.8,2.0,25.0,27.7,0
32,mango32_bott_u_ver.jpg,bottom,0,8.8,6.6,5.9,180.0,167.8,6.2,3.8,2.0,25.0,27.7,0
32,mango32_fro_u.jpg,front,0,8.8,6.6,5.9,180.0,167.8,6.2,3.8,2.0,25.0,27.7,0
32,mango32_fro_u_hor.jpg,front,0,8.8,6.6,5.9,180.0,167.8,6.2,3.8,2.0,25.0,27.7,0
32,mango32_fro_u_ver.jpg,front,0,8.8,6.6,5.9,180.0,167.8,6.2,3.8,2.0,25.0,27.7,0
32,mango32_sia_u.jpg,side,0,8.8,6.6,5.9,180.0,167.8,6.2,3.8,2.0,25.0,27.7,0
32,mango32_sia_u_ver.jpg,side,0,8.8,6.6,5.9,180.0,167.8,6.2,3.8,2.0,25.0,27.7,0
32,mango32_sib_u.jpg,side,0,8.8,6.6,5.9,180.0,167.8,6.2,3.8,2.0,25.0,27.7,0
32,mango32_sib_u_ver.jpg,side,0,8.8,6.6,5.9,180.0,167.8,6.2,3.8,2.0,25.0,27.7,0
32,mango32_top_u.jpg,top,0,8.8,6.6,5.9,180.0,167.8,6.2,3.8,2.0,25.0,27.7,0
32,mango32_top_u_hor.jpg,top,0,8.8,6.6,5.9,180.0,167.8,6.2,3.8,2.0,25.0,27.7,0
32,mango32_top_u_ver.jpg,top,0,8.8,6.6,5.9,180.0,167.8,6.2,3.8,2.0,25.0,27.7,0
33,mango33_bac_r.jpg,back,1,8.1,7.0,6.1,200.0,205.0,6.0,3.8,1.9,25.0,28.6,0
33,mango33_bac_r_hor.jpg,back,1,8.1,7.0,6.1,200.0,205.0,6.0,3.8,1.9,25.0,28.6,0
33,mango33_bac_r_ver.jpg,back,1,8.1,7.0,6.1,200.0,205.0,6.0,3.8,1.9,25.0,28.6,0
33,mango33_bot_r.jpg,bottom,1,8.1,7.0,6.1,200.0,205.0,6.0,3.8,1.9,25.0,28.6,0
33,mango33_bot_r_hor.jpg,bottom,1,8.1,7.0,6.1,200.0,205.0,6.0,3.8,1.9,25.0,28.6,0
